project_id,n_tasks,n_employees,n_dependencies,det_duration_days,p10,p50,p90,schedule_risk_ratio,det_vs_p50_delta,critical_path_tasks,avg_employee_efficiency,mc_success,error_msg
synth_381,18,11,5,72,66,71,77,0.0845,-1,2,1.0023,True,
synth_382,30,5,15,110,95,105,115,0.0952,-5,4,0.9933,True,
synth_383,7,11,7,88,73,87,102,0.1724,-1,3,0.983,True,
synth_384,20,13,14,94,87,93,98,0.0538,-1,3,0.9619,True,
synth_385,18,4,9,67,64,68,73,0.0735,1,3,1.0742,True,
synth_386,16,7,11,76,70,80,91,0.1375,4,3,0.8857,True,
synth_387,17,7,15,100,82,94,106,0.1277,-6,4,1.0139,True,
synth_388,15,5,11,112,99,107,115,0.0748,-5,3,1.13,True,
synth_389,24,3,11,131,116,130,144,0.1077,-1,5,1.0917,True,
synth_390,29,10,13,82,74,81,87,0.0741,-1,3,0.9567,True,
synth_391,26,12,11,88,78,87,95,0.092,-1,3,0.9945,True,
synth_392,18,7,8,125,102,117,131,0.1197,-8,4,1.0599,True,
synth_393,11,7,3,69,60,67,75,0.1194,-2,2,0.9629,True,
synth_394,8,13,4,83,73,80,85,0.0625,-3,3,0.8998,True,
synth_395,14,9,9,123,107,119,130,0.0924,-4,4,1.0698,True,
synth_396,12,10,12,71,67,76,87,0.1447,5,4,0.9081,True,
synth_397,12,9,11,110,94,107,116,0.0841,-3,4,0.9902,True,
synth_398,9,15,10,65,60,67,73,0.0896,2,3,1.0542,True,
synth_399,27,12,27,112,102,114,127,0.114,2,5,1.0821,True,
synth_400,29,6,13,144,124,136,149,0.0956,-8,4,1.0078,True,
synth_401,15,15,7,78,67,77,86,0.1169,-1,3,0.9395,True,
synth_402,15,10,18,157,147,157,169,0.0764,0,7,0.9833,True,
synth_403,28,4,14,109,97,106,114,0.0755,-3,3,1.0496,True,
synth_404,6,5,4,52,47,52,57,0.0962,0,3,0.985,True,
synth_405,21,10,13,86,81,89,97,0.0899,3,3,1.0442,True,
synth_406,15,6,15,140,122,134,146,0.0896,-6,4,1.0513,True,
synth_407,9,8,6,87,76,86,98,0.1395,-1,3,1.0096,True,
synth_408,14,4,6,79,73,79,86,0.0886,0,2,0.99,True,
synth_409,27,7,19,164,151,162,173,0.0679,-2,6,0.8807,True,
synth_410,26,10,11,86,79,88,95,0.0795,2,3,1.1335,True,
synth_411,11,11,14,139,120,135,147,0.0889,-4,6,0.9053,True,
synth_412,11,11,6,77,73,78,83,0.0641,1,3,0.9988,True,
synth_413,9,8,3,73,66,71,76,0.0704,-2,2,0.9394,True,
synth_414,14,7,4,93,72,86,102,0.186,-7,3,1.0607,True,
synth_415,20,3,14,104,91,102,113,0.1078,-2,3,0.9781,True,
synth_416,25,10,22,113,107,114,125,0.0965,1,4,1.0762,True,
synth_417,13,12,8,50,45,50,54,0.08,0,2,0.9878,True,
synth_418,9,3,3,59,53,59,67,0.1356,0,2,0.9989,True,
synth_419,13,12,4,68,53,66,75,0.1364,-2,2,0.9961,True,
synth_420,11,7,6,71,62,72,85,0.1806,1,3,0.9739,True,
synth_421,20,10,17,131,120,129,137,0.062,-2,4,1.0677,True,
synth_422,25,7,19,95,77,91,106,0.1648,-4,3,1.0082,True,
synth_423,16,5,8,61,59,67,75,0.1194,6,2,0.8428,True,
synth_424,26,4,5,77,61,74,85,0.1486,-3,2,0.9506,True,
synth_425,13,14,11,125,112,124,135,0.0887,-1,4,0.9618,True,
synth_426,27,8,15,143,126,139,151,0.0863,-4,5,0.9888,True,
synth_427,7,4,5,78,70,77,82,0.0649,-1,2,1.0346,True,
synth_428,22,12,17,90,70,86,102,0.186,-4,4,0.9774,True,
synth_429,23,12,26,113,108,116,123,0.0603,3,4,1.0228,True,
synth_430,29,3,20,191,170,186,203,0.0914,-5,6,1.07,True,
synth_431,20,14,9,71,67,72,78,0.0833,1,2,1.0454,True,
synth_432,10,14,3,54,53,59,66,0.1186,5,2,1.0034,True,
synth_433,12,15,6,91,79,90,99,0.1,-1,3,0.9948,True,
synth_434,12,13,16,99,91,100,111,0.11,1,4,0.9971,True,
synth_435,20,4,22,126,116,127,139,0.0945,1,4,0.9087,True,
synth_436,11,11,4,69,61,74,88,0.1892,5,3,0.9514,True,
synth_437,20,4,20,134,114,129,140,0.0853,-5,6,0.9952,True,
synth_438,9,14,6,54,50,56,62,0.1071,2,3,1.004,True,
synth_439,10,4,5,67,64,71,79,0.1127,4,2,0.9819,True,
synth_440,28,13,5,74,57,69,78,0.1304,-5,2,1.0175,True,
synth_441,13,5,9,83,76,84,97,0.1548,1,4,0.9968,True,
synth_442,12,8,9,89,68,82,96,0.1707,-7,4,0.9069,True,
synth_443,16,9,11,79,74,80,89,0.1125,1,3,0.9234,True,
synth_444,18,13,14,92,77,91,106,0.1648,-1,4,1.0706,True,
synth_445,16,10,15,153,141,151,160,0.0596,-2,6,1.0333,True,
synth_446,17,11,4,70,61,68,75,0.1029,-2,2,1.0442,True,
synth_447,23,3,16,121,102,114,124,0.0877,-7,3,0.8961,True,
synth_448,19,11,6,85,71,83,92,0.1084,-2,3,1.0123,True,
synth_449,17,6,19,126,114,123,132,0.0732,-3,4,0.9768,True,
synth_450,27,12,16,123,111,124,137,0.1048,1,6,0.9038,True,
synth_451,10,13,8,55,49,58,66,0.1379,3,2,1.0037,True,
synth_452,28,3,25,141,134,150,169,0.1267,9,5,1.1256,True,
synth_453,26,13,14,97,79,90,104,0.1556,-7,4,1.0059,True,
synth_454,22,3,10,106,102,114,128,0.1228,8,4,0.9325,True,
synth_455,26,8,18,83,75,82,93,0.1341,-1,3,1.042,True,
synth_456,17,4,19,162,140,154,167,0.0844,-8,5,1.0625,True,
synth_457,19,7,16,170,152,165,177,0.0727,-5,5,1.0271,True,
synth_458,14,3,11,104,94,105,117,0.1143,1,4,0.9811,True,
synth_459,18,15,21,111,97,111,127,0.1441,0,4,1.0159,True,
synth_460,21,12,22,102,86,97,108,0.1134,-5,4,0.9667,True,
synth_461,30,9,6,86,75,82,88,0.0732,-4,3,1.0393,True,
synth_462,25,3,11,91,81,89,98,0.1011,-2,3,0.9567,True,
synth_463,19,12,20,150,139,149,159,0.0671,-1,6,1.045,True,
synth_464,7,9,6,94,80,90,99,0.1,-4,3,1.0553,True,
synth_465,16,14,8,74,68,74,80,0.0811,0,2,1.0396,True,
synth_466,13,6,9,119,103,118,130,0.1017,-1,4,0.9542,True,
synth_467,28,11,4,56,50,57,63,0.1053,1,2,1.0046,True,
synth_468,25,11,11,67,62,70,77,0.1,3,2,1.0727,True,
synth_469,8,3,10,94,83,92,101,0.0978,-2,4,1.0758,True,
synth_470,20,11,19,128,118,128,138,0.0781,0,5,0.9718,True,
synth_471,22,4,14,109,104,117,133,0.1368,8,3,0.8944,True,
synth_472,26,13,25,135,124,135,145,0.0741,0,4,1.043,True,
synth_473,8,12,4,72,57,69,80,0.1594,-3,3,1.0235,True,
synth_474,21,4,9,117,110,118,127,0.0763,1,4,1.0594,True,
synth_475,6,13,4,49,45,51,60,0.1765,2,2,0.9651,True,
synth_476,26,5,18,120,115,124,138,0.1129,4,3,0.937,True,
synth_477,28,9,17,92,83,90,98,0.0889,-2,3,0.9697,True,
synth_478,6,14,4,86,66,81,94,0.1605,-5,3,0.9392,True,
synth_479,8,12,4,94,78,89,99,0.1124,-5,3,1.0753,True,
synth_480,17,12,10,82,72,82,94,0.1463,0,3,0.9658,True,
synth_481,23,7,15,97,86,93,100,0.0753,-4,3,1.1015,True,
synth_482,12,13,10,90,83,91,98,0.0769,1,3,0.9861,True,
synth_483,13,11,7,74,65,77,91,0.1818,3,3,0.9482,True,
synth_484,28,3,8,69,66,70,75,0.0714,1,2,0.9722,True,
synth_485,21,8,7,66,62,68,75,0.1029,2,3,0.8946,True,
synth_486,29,8,12,92,71,85,99,0.1647,-7,3,1.0581,True,
synth_487,14,12,11,75,72,79,90,0.1392,4,4,1.0413,True,
synth_488,24,7,4,50,46,52,61,0.1731,2,2,1.0443,True,
synth_489,12,9,10,73,66,73,82,0.1233,0,3,0.9111,True,
synth_490,26,5,11,80,74,84,97,0.1548,4,3,0.922,True,
synth_491,9,11,7,68,60,65,70,0.0769,-3,3,1.0068,True,
synth_492,6,13,5,53,51,58,67,0.1552,5,4,1.0546,True,
synth_493,11,3,6,81,76,82,86,0.0488,1,2,0.9889,True,
synth_494,11,4,12,115,107,117,127,0.0855,2,4,1.0344,True,
synth_495,18,14,17,135,119,131,142,0.084,-4,5,1.0342,True,
synth_496,28,12,4,71,57,68,76,0.1176,-3,2,0.981,True,
synth_497,18,8,18,91,79,88,97,0.1023,-3,4,1.0081,True,
synth_498,8,5,6,84,73,84,99,0.1786,0,3,0.9215,True,
synth_499,30,14,14,83,72,81,89,0.0988,-2,3,1.0355,True,
synth_500,6,15,6,93,82,93,108,0.1613,0,3,0.9941,True,
synth_501,13,10,10,76,61,70,78,0.1143,-6,4,1.0321,True,
synth_502,23,4,18,140,121,137,150,0.0949,-3,4,0.8875,True,
synth_503,18,11,9,99,86,95,103,0.0842,-4,3,1.0376,True,
synth_504,5,7,3,53,45,54,66,0.2222,1,3,1.046,True,
synth_505,27,11,13,83,74,83,91,0.0964,0,3,1.0195,True,
synth_506,26,14,28,185,154,172,189,0.0988,-13,7,0.9482,True,
synth_507,21,9,3,58,51,61,75,0.2295,3,2,1.0238,True,
synth_508,22,10,5,73,64,72,79,0.0972,-1,2,1.0263,True,
synth_509,7,5,4,85,60,78,92,0.1795,-7,3,0.984,True,
synth_510,20,13,13,107,86,104,121,0.1635,-3,4,0.9625,True,
synth_511,8,13,4,52,50,53,57,0.0755,1,2,0.9853,True,
synth_512,15,8,9,89,81,92,102,0.1087,3,3,1.1265,True,
synth_513,11,6,5,77,66,75,84,0.12,-2,2,0.9186,True,
synth_514,6,7,5,72,60,70,81,0.1571,-2,3,1.0108,True,
synth_515,27,13,23,153,124,140,154,0.1,-13,4,0.9825,True,
synth_516,12,15,5,83,76,83,90,0.0843,0,4,0.9776,True,
synth_517,18,3,18,154,141,151,160,0.0596,-3,4,0.9092,True,
synth_518,11,13,7,74,70,77,85,0.1039,3,2,0.984,True,
synth_519,14,7,9,108,91,105,119,0.1333,-3,4,1.0744,True,
synth_520,9,3,5,74,66,74,81,0.0946,0,2,0.9658,True,
synth_521,30,14,9,89,68,80,94,0.175,-9,3,0.8911,True,
synth_522,26,11,19,138,123,137,148,0.0803,-1,5,1.0682,True,
synth_523,16,15,12,92,83,96,109,0.1354,4,4,1.0188,True,
synth_524,22,11,4,64,60,66,74,0.1212,2,2,0.9802,True,
synth_525,6,15,4,92,80,89,96,0.0787,-3,3,1.0396,True,
synth_526,14,6,6,56,50,57,64,0.1228,1,2,0.9871,True,
synth_527,21,14,14,100,85,96,105,0.0938,-4,4,0.9345,True,
synth_528,13,5,11,86,80,87,94,0.0805,1,3,0.914,True,
synth_529,28,8,20,139,123,135,144,0.0667,-4,5,1.0592,True,
synth_530,6,3,5,63,56,64,71,0.1094,1,3,0.8608,True,
synth_531,18,6,12,89,83,90,100,0.1111,1,3,0.9868,True,
synth_532,20,9,16,94,79,93,107,0.1505,-1,4,0.9339,True,
synth_533,28,7,19,159,136,155,172,0.1097,-4,6,1.0001,True,
synth_534,19,5,7,118,97,112,125,0.1161,-6,4,0.9612,True,
synth_535,28,7,12,70,64,69,75,0.087,-1,2,0.9605,True,
synth_536,12,10,14,102,91,101,111,0.099,-1,4,0.9434,True,
synth_537,7,14,5,55,46,54,61,0.1296,-1,3,1.0061,True,
synth_538,14,13,5,69,61,70,78,0.1143,1,2,1.0407,True,
synth_539,27,13,18,90,86,93,103,0.1075,3,3,0.9681,True,
synth_540,10,3,6,71,64,71,78,0.0986,0,2,0.9619,True,
synth_541,29,14,10,102,84,96,110,0.1458,-6,4,0.9076,True,
synth_542,7,9,6,112,95,107,115,0.0748,-5,4,0.9964,True,
synth_543,28,13,15,68,61,67,74,0.1045,-1,2,1.0371,True,
synth_544,27,14,15,73,64,72,79,0.0972,-1,3,1.0016,True,
synth_545,15,7,3,63,55,62,68,0.0968,-1,3,0.9979,True,
synth_546,22,4,15,110,98,106,114,0.0755,-4,3,0.9569,True,
synth_547,6,6,3,61,53,60,71,0.1833,-1,2,0.9824,True,
synth_548,10,3,8,102,93,104,115,0.1058,2,4,0.9222,True,
synth_549,22,12,7,76,66,74,80,0.0811,-2,3,1.0422,True,
synth_550,16,6,15,106,96,102,111,0.0882,-4,3,1.0179,True,
synth_551,29,10,31,122,115,123,135,0.0976,1,5,0.969,True,
synth_552,29,15,3,59,45,56,65,0.1607,-3,2,1.0041,True,
synth_553,23,13,13,109,98,106,114,0.0755,-3,5,0.9938,True,
synth_554,12,10,3,71,58,68,76,0.1176,-3,2,0.9106,True,
synth_555,16,8,7,72,66,73,79,0.0822,1,2,1.0042,True,
synth_556,18,6,5,84,77,83,89,0.0723,-1,2,1.0804,True,
synth_557,25,8,28,187,179,191,204,0.0681,4,7,0.9321,True,
synth_558,23,3,17,137,120,132,144,0.0909,-5,3,0.785,True,
synth_559,22,10,13,127,112,124,137,0.1048,-3,5,0.9915,True,
synth_560,17,8,4,72,58,68,80,0.1765,-4,2,1.0474,True,
synth_561,12,9,10,85,72,82,90,0.0976,-3,3,1.0271,True,
synth_562,10,15,5,71,62,71,77,0.0845,0,3,1.074,True,
synth_563,30,7,31,133,119,134,148,0.1045,1,5,1.0505,True,
synth_564,26,12,15,106,86,100,112,0.12,-6,6,1.0574,True,
synth_565,5,15,5,60,52,61,72,0.1803,1,3,0.9656,True,
synth_566,29,4,18,96,91,100,110,0.1,4,3,1.0502,True,
synth_567,9,7,5,68,57,65,72,0.1077,-3,3,0.9562,True,
synth_568,18,5,10,93,89,100,112,0.12,7,3,0.9283,True,
synth_569,10,6,7,115,102,110,119,0.0818,-5,3,1.0289,True,
synth_570,21,6,15,120,105,118,129,0.0932,-2,4,0.7806,True,
synth_571,12,5,5,73,67,73,79,0.0822,0,2,0.9862,True,
synth_572,17,6,12,91,76,88,99,0.125,-3,3,1.016,True,
synth_573,21,3,7,85,69,81,94,0.1605,-4,3,0.8722,True,
synth_574,28,13,12,89,70,84,97,0.1548,-5,3,1.0654,True,
synth_575,13,8,8,103,99,106,113,0.066,3,4,1.0424,True,
synth_576,25,4,25,172,151,167,180,0.0778,-5,5,1.0,True,
synth_577,15,10,4,53,47,52,55,0.0577,-1,2,1.0059,True,
synth_578,23,5,14,94,80,89,99,0.1124,-5,3,0.979,True,
synth_579,12,6,8,125,114,132,150,0.1364,7,5,0.9606,True,
synth_580,16,13,3,42,36,40,45,0.125,-2,2,0.9729,True,
synth_581,18,5,6,84,71,85,97,0.1412,1,3,0.7973,True,
synth_582,27,11,16,112,105,112,118,0.0536,0,4,1.0639,True,
synth_583,24,15,18,71,66,75,86,0.1467,4,3,1.0083,True,
synth_584,11,11,6,87,75,84,93,0.1071,-3,4,1.0758,True,
synth_585,7,10,5,59,52,58,64,0.1034,-1,2,0.9877,True,
synth_586,5,4,4,67,62,68,76,0.1176,1,4,1.0627,True,
synth_587,16,8,14,82,70,78,85,0.0897,-4,3,1.0017,True,
synth_588,15,5,19,93,80,90,102,0.1333,-3,4,1.0233,True,
synth_589,30,6,13,142,131,140,151,0.0786,-2,5,1.0636,True,
synth_590,30,7,18,133,121,130,139,0.0692,-3,4,1.0144,True,
synth_591,6,12,6,103,79,95,107,0.1263,-8,4,1.0324,True,
synth_592,14,10,8,85,68,79,90,0.1392,-6,3,1.0887,True,
synth_593,15,4,11,95,75,89,100,0.1236,-6,3,0.9144,True,
synth_594,26,11,12,102,91,99,106,0.0707,-3,3,0.926,True,
synth_595,28,12,20,154,139,150,162,0.08,-4,5,1.0283,True,
synth_596,8,7,9,84,73,82,90,0.0976,-2,3,1.0093,True,
synth_597,18,13,15,92,78,87,97,0.1149,-5,3,1.0195,True,
synth_598,27,10,34,108,99,109,120,0.1009,1,4,1.1131,True,
synth_599,20,11,10,58,56,60,66,0.1,2,3,1.0868,True,
synth_600,15,8,4,74,61,71,82,0.1549,-3,2,1.0038,True,
synth_601,22,14,4,64,53,63,73,0.1587,-1,3,1.0058,True,
synth_602,24,7,8,69,60,68,76,0.1176,-1,2,1.0305,True,
synth_603,16,7,11,86,78,86,95,0.1047,0,3,1.0595,True,
synth_604,12,8,10,104,90,101,109,0.0792,-3,4,1.0625,True,
synth_605,14,14,7,50,44,51,58,0.1373,1,2,1.0373,True,
synth_606,16,15,11,91,78,89,100,0.1236,-2,4,0.9532,True,
synth_607,9,10,6,88,69,83,94,0.1325,-5,3,1.0655,True,
synth_608,22,7,19,115,100,115,128,0.113,0,4,1.0362,True,
synth_609,7,9,3,61,51,60,71,0.1833,-1,2,1.0122,True,
synth_610,11,13,11,119,112,119,127,0.0672,0,5,1.0199,True,
synth_611,23,14,10,53,50,55,65,0.1818,2,2,1.0127,True,
synth_612,14,9,10,79,74,80,85,0.0625,1,3,1.0189,True,
synth_613,27,12,13,100,91,99,107,0.0808,-1,3,0.9922,True,
synth_614,10,7,9,107,97,105,113,0.0762,-2,3,1.0038,True,
synth_615,29,7,21,86,77,86,97,0.1279,0,3,0.9256,True,
synth_616,14,7,5,84,71,81,88,0.0864,-3,3,0.9927,True,
synth_617,22,8,8,72,59,68,76,0.1176,-4,2,0.9946,True,
synth_618,15,7,9,87,80,89,99,0.1124,2,3,1.0571,True,
synth_619,12,12,4,70,67,79,93,0.1772,9,3,1.0031,True,
synth_620,11,10,5,64,46,60,70,0.1667,-4,3,0.9633,True,
synth_621,19,9,16,163,151,165,178,0.0788,2,6,1.003,True,
synth_622,15,7,8,89,76,88,99,0.125,-1,3,0.8708,True,
synth_623,16,7,18,102,97,102,108,0.0588,0,3,1.0232,True,
synth_624,29,5,17,110,96,106,115,0.0849,-4,4,0.9947,True,
synth_625,13,13,4,75,65,73,81,0.1096,-2,3,1.0811,True,
synth_626,9,15,6,55,51,56,61,0.0893,1,2,1.0031,True,
synth_627,14,13,5,50,45,50,55,0.1,0,2,1.0008,True,
synth_628,7,7,5,70,70,76,82,0.0789,6,2,0.9368,True,
synth_629,29,6,15,113,97,108,118,0.0926,-5,4,1.1433,True,
synth_630,28,13,9,83,73,85,98,0.1529,2,4,0.9876,True,
synth_631,17,4,6,99,93,103,117,0.1359,4,4,0.9337,True,
synth_632,30,7,5,70,64,71,78,0.0986,1,2,0.9735,True,
synth_633,16,3,6,101,80,97,114,0.1753,-4,3,1.1083,True,
synth_634,16,8,21,128,118,126,136,0.0794,-2,5,1.0703,True,
synth_635,10,6,8,102,85,101,115,0.1386,-1,4,1.025,True,
synth_636,24,9,26,169,135,158,178,0.1266,-11,6,1.0089,True,
synth_637,12,8,7,102,93,99,105,0.0606,-3,3,1.1325,True,
synth_638,26,6,17,127,117,130,146,0.1231,3,5,0.9301,True,
synth_639,13,13,10,94,79,93,105,0.129,-1,4,0.9747,True,
synth_640,19,14,7,70,59,70,82,0.1714,0,3,1.0481,True,
synth_641,17,9,4,85,66,78,90,0.1538,-7,3,0.9031,True,
synth_642,16,9,15,73,70,75,81,0.08,2,3,1.1177,True,
synth_643,14,9,11,69,59,68,75,0.1029,-1,2,1.0164,True,
synth_644,26,7,13,133,115,130,144,0.1077,-3,4,0.9396,True,
synth_645,18,5,3,62,56,63,69,0.0952,1,2,1.0793,True,
synth_646,10,9,6,72,61,71,77,0.0845,-1,2,0.9339,True,
synth_647,7,8,3,68,55,65,72,0.1077,-3,2,0.9152,True,
synth_648,30,8,11,93,79,90,101,0.1222,-3,3,1.0685,True,
synth_649,18,12,7,70,63,68,75,0.1029,-2,2,1.0013,True,
synth_650,10,4,4,71,65,70,75,0.0714,-1,2,0.8788,True,
synth_651,30,10,6,72,63,69,76,0.1014,-3,2,1.0468,True,
synth_652,8,9,6,81,69,78,86,0.1026,-3,3,1.0644,True,
synth_653,30,14,19,87,84,90,97,0.0778,3,3,0.9555,True,
synth_654,19,14,9,84,61,79,92,0.1646,-5,3,1.0006,True,
synth_655,25,8,33,190,178,191,204,0.0681,1,7,1.001,True,
synth_656,11,8,8,90,79,90,101,0.1222,0,3,1.0401,True,
synth_657,14,12,6,80,66,78,88,0.1282,-2,3,0.9493,True,
synth_658,13,9,7,83,69,81,94,0.1605,-2,4,0.9876,True,
synth_659,5,3,5,90,70,86,100,0.1628,-4,3,1.0433,True,
synth_660,28,3,8,91,74,83,95,0.1446,-8,3,1.1767,True,
synth_661,27,8,15,118,102,117,130,0.1111,-1,5,1.0379,True,
synth_662,22,5,11,83,76,85,96,0.1294,2,3,1.05,True,
synth_663,28,12,14,126,108,122,135,0.1066,-4,4,1.0653,True,
synth_664,28,5,6,88,75,85,95,0.1176,-3,3,1.0973,True,
synth_665,29,4,23,139,127,137,146,0.0657,-2,4,0.8921,True,
synth_666,11,8,9,82,74,85,97,0.1412,3,3,1.0194,True,
synth_667,5,4,5,126,105,118,130,0.1017,-8,4,0.9537,True,
synth_668,21,12,3,45,40,44,47,0.0682,-1,2,0.9656,True,
synth_669,7,14,3,44,31,40,50,0.25,-4,2,1.116,True,
synth_670,21,10,12,86,74,82,91,0.1098,-4,3,1.0393,True,
synth_671,19,15,4,81,70,80,89,0.1125,-1,3,1.0305,True,
synth_672,26,9,18,96,83,92,100,0.087,-4,3,0.9756,True,
synth_673,16,13,8,54,53,57,61,0.0702,3,3,1.0361,True,
synth_674,8,14,7,87,71,84,96,0.1429,-3,4,1.0528,True,
synth_675,30,14,35,137,110,128,148,0.1562,-9,5,0.9554,True,
synth_676,20,14,10,94,76,90,103,0.1444,-4,3,1.005,True,
synth_677,9,6,5,61,59,64,70,0.0938,3,2,1.0413,True,
synth_678,29,3,12,95,84,93,101,0.086,-2,3,0.9764,True,
synth_679,12,4,9,93,80,90,98,0.0889,-3,3,0.9742,True,
synth_680,16,15,7,59,49,55,64,0.1636,-4,2,0.9274,True,
synth_681,24,14,21,103,94,104,115,0.1058,1,4,1.0025,True,
synth_682,28,6,15,92,89,96,106,0.1042,4,3,1.0454,True,
synth_683,27,7,13,92,83,91,99,0.0879,-1,3,1.0382,True,
synth_684,16,14,11,96,82,96,109,0.1354,0,4,1.0487,True,
synth_685,24,7,14,81,76,81,86,0.0617,0,3,1.0326,True,
synth_686,17,7,4,57,52,58,65,0.1207,1,2,0.9392,True,
synth_687,5,10,5,61,54,65,77,0.1846,4,4,1.1332,True,
synth_688,20,4,13,93,83,94,104,0.1064,1,3,1.0925,True,
synth_689,22,13,12,77,72,80,92,0.15,3,3,1.0094,True,
synth_690,20,9,9,68,65,70,77,0.1,2,2,1.0038,True,
synth_691,23,13,7,80,70,79,86,0.0886,-1,3,1.0087,True,
synth_692,26,8,5,83,77,82,87,0.061,-1,3,0.9303,True,
synth_693,26,15,18,89,79,89,98,0.1011,0,3,1.0251,True,
synth_694,22,11,10,110,93,104,114,0.0962,-6,4,0.9697,True,
synth_695,5,6,5,90,76,88,99,0.125,-2,3,0.914,True,
synth_696,20,13,4,69,59,66,74,0.1212,-3,3,0.9587,True,
synth_697,12,13,4,83,77,84,91,0.0833,1,3,0.9866,True,
synth_698,13,7,7,90,78,89,103,0.1573,-1,3,0.9457,True,
synth_699,14,14,8,104,88,99,110,0.1111,-5,4,1.0447,True,
synth_700,26,10,27,113,103,113,126,0.115,0,4,1.0001,True,
synth_701,28,10,27,123,110,124,138,0.1129,1,4,1.0948,True,
synth_702,21,8,20,156,128,145,160,0.1034,-11,5,0.8944,True,
synth_703,17,14,17,83,79,88,97,0.1023,5,4,1.0053,True,
synth_704,9,13,3,58,53,59,64,0.0847,1,2,1.0183,True,
synth_705,12,15,8,63,63,69,75,0.087,6,2,1.0768,True,
synth_706,20,9,7,75,65,71,77,0.0845,-4,2,1.0368,True,
synth_707,26,6,21,93,80,89,100,0.1236,-4,3,0.8997,True,
synth_708,12,8,5,74,61,70,76,0.0857,-4,2,1.0775,True,
synth_709,19,10,3,40,38,42,46,0.0952,2,1,0.9107,True,
synth_710,27,3,23,126,114,123,130,0.0569,-3,4,1.0392,True,
synth_711,14,7,9,136,119,131,142,0.084,-5,4,0.9429,True,
synth_712,19,4,12,87,81,90,99,0.1,3,3,0.8358,True,
synth_713,27,12,5,62,57,65,73,0.1231,3,3,0.9946,True,
synth_714,20,10,9,75,68,75,83,0.1067,0,3,1.1224,True,
synth_715,10,9,7,80,74,81,88,0.0864,1,3,1.0385,True,
synth_716,8,9,3,62,58,64,72,0.125,2,2,1.0568,True,
synth_717,16,15,8,70,57,67,77,0.1493,-3,2,0.9984,True,
synth_718,24,10,6,63,59,66,73,0.1061,3,2,0.9606,True,
synth_719,15,7,3,58,56,59,63,0.0678,1,2,0.9799,True,
synth_720,5,3,3,103,85,98,107,0.0918,-5,3,0.82,True,
synth_721,19,14,10,87,80,89,96,0.0787,2,3,0.924,True,
synth_722,14,12,10,61,57,61,65,0.0656,0,2,0.9319,True,
synth_723,8,10,3,61,57,61,66,0.082,0,2,0.9302,True,
synth_724,30,12,23,113,102,111,122,0.0991,-2,4,0.9287,True,
synth_725,7,12,5,46,44,51,60,0.1765,5,2,1.0112,True,
synth_726,22,8,3,55,53,59,65,0.1017,4,2,0.9643,True,
synth_727,19,13,12,115,92,110,124,0.1273,-5,4,1.0053,True,
synth_728,5,5,4,81,67,77,86,0.1169,-4,3,0.7785,True,
synth_729,6,15,3,56,49,59,70,0.1864,3,2,0.9663,True,
synth_730,17,14,10,116,96,109,121,0.1101,-7,4,0.9498,True,
synth_731,17,12,7,94,76,90,102,0.1333,-4,3,1.0493,True,
synth_732,13,7,12,70,63,70,76,0.0857,0,2,1.0451,True,
synth_733,21,15,18,119,105,117,127,0.0855,-2,5,0.9433,True,
synth_734,25,6,4,58,51,57,63,0.1053,-1,2,0.9851,True,
synth_735,14,12,9,75,65,73,79,0.0822,-2,3,1.0797,True,
synth_736,30,8,23,84,83,90,99,0.1,6,3,1.0502,True,
synth_737,9,15,6,69,58,67,74,0.1045,-2,2,1.033,True,
synth_738,8,3,7,64,58,65,72,0.1077,1,3,0.8411,True,
synth_739,10,13,5,72,59,69,78,0.1304,-3,2,0.9264,True,
synth_740,21,9,18,128,117,126,133,0.0556,-2,4,1.0548,True,
synth_741,9,12,5,67,61,67,73,0.0896,0,2,0.9474,True,
synth_742,24,8,17,132,105,124,139,0.121,-8,4,1.0057,True,
synth_743,29,8,28,181,169,181,193,0.0663,0,6,1.0604,True,
synth_744,22,3,5,90,79,90,101,0.1222,0,3,1.0069,True,
synth_745,30,4,17,94,88,96,103,0.0729,2,3,1.0419,True,
synth_746,22,3,9,143,116,133,149,0.1203,-10,4,0.9644,True,
synth_747,29,13,15,84,73,81,95,0.1728,-3,3,0.9326,True,
synth_748,10,6,8,65,57,66,82,0.2424,1,3,0.9846,True,
synth_749,14,13,3,66,64,68,73,0.0735,2,2,1.0229,True,
synth_750,13,9,10,123,113,123,132,0.0732,0,4,1.065,True,
synth_751,17,3,9,100,83,95,107,0.1263,-5,3,0.9575,True,
synth_752,12,12,8,61,48,57,66,0.1579,-4,4,1.0721,True,
synth_753,24,7,20,117,109,118,128,0.0847,1,4,0.9718,True,
synth_754,14,14,8,79,70,83,100,0.2048,4,4,1.0235,True,
synth_755,22,5,25,131,126,134,144,0.0746,3,4,1.0417,True,
synth_756,20,13,15,124,103,120,133,0.1083,-4,5,0.9831,True,
synth_757,24,13,19,139,130,143,159,0.1119,4,7,0.9583,True,
synth_758,14,9,12,72,69,76,84,0.1053,4,3,1.0401,True,
synth_759,6,9,4,57,52,62,74,0.1935,5,3,1.0252,True,
synth_760,16,8,11,95,88,96,105,0.0938,1,3,1.0416,True,
synth_761,9,10,5,96,78,90,102,0.1333,-6,4,0.9488,True,
synth_762,28,15,30,97,91,97,102,0.0515,0,3,1.0001,True,
