project_id,task_id,planned_optimistic,planned_likely,planned_pessimistic,criticality,cost,num_required_skills,num_assigned,assigned_avg_efficiency,assigned_total_load,num_predecessors,num_successors,actual_duration,primary_slowdown,primary_overload,primary_min_efficiency,primary_miss_ratio,assigned_avg_miss_ratio,assigned_min_efficiency
28,16,24,29,29,3,1115.45,2,1,0.635,11.299999999999999,6,2,70.41666666666667,2.5,2.8866498124834497,0.2,0.5,0.5,0.2
28,17,12,24,28,1,142.7,3,2,0.5733333333333334,23.1,4,1,60.44444444444444,2.6666666666666665,5.0834029601041255,0.2,0.6666666666666666,0.6666666666666666,0.2
28,18,14,14,20,3,1866.88,1,2,1.155,21.5,6,2,14.696596769541898,0.9797731179694599,4.886237196424284,1.27,0.0,0.0,1.04
28,19,10,17,26,5,1608.43,2,1,0.785,12.900000000000002,5,1,43.33333333333333,2.5,5.0834029601041255,0.2,0.5,0.5,0.2
28,20,22,23,23,3,1562.16,2,1,0.65,11.700000000000001,7,0,57.08333333333333,2.5,3.7192561417172447,0.2,0.5,0.5,0.2
28,21,19,28,30,1,165.47,1,3,0.20000000000000004,34.8,2,0,80.5,3.0,3.7192561417172447,0.2,1.0,1.0,0.2
29,0,6,6,30,4,822.11,3,2,0.4133333333333334,11.8,0,0,26.666666666666664,2.6666666666666665,0.0,0.2,0.6666666666666666,0.6666666666666666,0.2
29,1,3,18,29,1,212.21,2,3,0.8016666666666667,13.7,0,1,15.476190476190474,0.8928571428571428,0.0,1.12,0.0,0.3333333333333333,0.2
29,2,17,18,26,2,1863.14,2,1,0.56,7.3,0,1,47.91666666666667,2.5,0.0,0.2,0.5,0.5,0.2
29,3,18,20,30,1,760.8,2,2,0.7949999999999999,10.0,2,0,53.33333333333333,2.5,0.0,0.2,0.5,0.25,0.2
29,4,8,26,26,1,938.09,1,2,1.0,10.9,0,0,18.548387096774196,0.8064516129032259,0.0,1.24,0.0,0.0,0.76
30,0,27,28,28,4,1314.93,3,1,0.36666666666666664,11.899999999999999,0,3,74.22222222222221,2.6666666666666665,2.488549184753243,0.2,0.6666666666666666,0.6666666666666666,0.2
30,1,26,26,29,3,372.9,2,1,0.74,8.299999999999999,0,4,66.25,2.5,1.3523796182447576,0.2,0.5,0.5,0.2
30,2,13,18,18,3,639.77,2,1,0.77,11.899999999999999,0,2,42.91666666666667,2.5,2.488549184753243,0.2,0.5,0.5,0.2
30,3,25,28,29,4,951.92,3,3,0.4655555555555556,30.299999999999997,1,2,73.77777777777777,2.6666666666666665,0.0,0.2,0.6666666666666666,0.6666666666666666,0.2
30,4,24,24,29,1,189.42,3,2,0.45500000000000007,25.599999999999998,2,2,66.22222222222221,2.6666666666666665,2.488549184753243,0.2,0.6666666666666666,0.6666666666666666,0.2
30,5,13,22,22,5,1239.64,1,2,0.995,20.199999999999996,2,2,16.966038068760366,0.8276116131102618,1.3523796182447576,1.29,0.0,0.0,0.7
30,6,12,22,24,5,1354.46,2,2,0.61,10.100000000000001,3,1,51.66666666666667,2.5,0.0,0.2,0.5,0.5,0.2
30,7,22,27,27,2,1221.64,1,1,0.79,13.7,2,1,36.035562480753164,1.3771552540415222,1.7590530138560503,0.79,0.0,0.0,0.79
30,8,3,13,18,2,1705.48,3,2,0.42500000000000004,19.4,3,1,32.44444444444444,2.6666666666666665,0.0,0.2,0.6666666666666666,0.6666666666666666,0.2
30,9,21,28,30,3,1551.86,3,3,0.5177777777777778,20.8,2,1,72.44444444444444,2.6666666666666665,0.0,0.2,0.6666666666666666,0.6666666666666666,0.2
30,10,20,29,30,1,645.96,1,1,0.2,2.9,4,0,83.0,3.0,0.0,0.2,1.0,1.0,0.2
31,0,2,16,24,2,123.36,3,2,0.45999999999999996,6.9,0,2,40.0,2.6666666666666665,0.0,0.2,0.6666666666666666,0.6666666666666666,0.2
31,1,12,12,21,1,511.16,1,1,0.71,4.3,0,3,19.239934452950425,1.4251803298481796,0.23756068384414597,0.71,0.0,0.0,0.71
31,2,24,28,29,4,843.94,3,3,0.43555555555555564,21.8,0,3,73.33333333333333,2.6666666666666665,0.03927426232240894,0.2,0.6666666666666666,0.6666666666666666,0.2
31,3,27,27,27,1,575.47,3,1,0.5666666666666668,7.1,2,5,72.0,2.6666666666666665,0.9840611281455081,0.2,0.6666666666666666,0.6666666666666666,0.2
31,4,27,29,29,5,1472.7,2,1,0.75,7.1,1,1,71.66666666666667,2.5,0.9840611281455081,0.2,0.5,0.5,0.2
31,5,21,23,26,3,383.98,3,3,0.5744444444444444,18.9,0,0,54.055555555555564,2.3333333333333335,0.9840611281455081,0.2,0.3333333333333333,0.5555555555555555,0.2
31,6,16,23,30,4,533.68,3,1,0.41333333333333333,5.2,2,1,61.33333333333333,2.6666666666666665,0.8273836595808532,0.2,0.6666666666666666,0.6666666666666666,0.2
31,7,21,22,25,4,1457.11,3,1,0.44999999999999996,10.0,3,0,59.55555555555555,2.6666666666666665,0.0,0.2,0.6666666666666666,0.6666666666666666,0.2
31,8,20,26,28,4,1895.35,3,1,0.4766666666666666,12.1,0,0,67.55555555555554,2.6666666666666665,0.5350477799674049,0.2,0.6666666666666666,0.6666666666666666,0.2
31,9,2,23,27,5,574.05,1,1,0.72,2.4,1,0,28.00925925925926,1.3888888888888888,0.0,0.72,0.0,0.0,0.72
31,10,13,15,16,5,768.08,2,1,0.63,12.1,1,0,37.083333333333336,2.5,0.5350477799674049,0.2,0.5,0.5,0.2
31,11,28,29,29,5,1564.33,1,1,0.94,4.3,2,1,31.038102821853165,1.076465993821497,0.23756068384414597,0.94,0.0,0.0,0.94
31,12,4,18,24,4,1817.73,3,1,0.5966666666666666,12.1,4,0,44.44444444444444,2.6666666666666665,0.5350477799674049,0.2,0.6666666666666666,0.6666666666666666,0.2
32,0,6,23,28,5,213.53,3,1,0.7266666666666666,10.5,0,2,49.0,2.3333333333333335,0.9419426278659717,0.2,0.3333333333333333,0.3333333333333333,0.2
32,1,4,25,25,1,1368.0,2,1,0.495,10.5,0,3,53.75,2.5,0.9419426278659717,0.2,0.5,0.5,0.2
32,2,21,24,24,3,899.93,1,1,0.89,8.5,0,3,29.381532878065766,1.2502779948113092,2.2549483076413006,0.89,0.0,0.0,0.89
32,3,17,28,29,1,1302.51,2,1,0.545,8.5,1,0,65.83333333333333,2.5,2.2549483076413006,0.2,0.5,0.5,0.2
32,4,8,23,27,4,959.31,2,1,0.535,6.0,1,0,52.91666666666667,2.5,1.5973003073021657,0.2,0.5,0.5,0.2
32,5,25,27,29,1,1107.14,2,1,0.495,10.5,3,1,67.5,2.5,0.9419426278659717,0.2,0.5,0.5,0.2
32,6,15,19,20,4,246.16,2,1,0.535,6.0,2,0,46.25,2.5,1.5973003073021657,0.2,0.5,0.5,0.2
32,7,26,28,29,1,1410.79,3,1,0.42333333333333334,6.0,2,0,74.22222222222221,2.6666666666666665,1.5973003073021657,0.2,0.6666666666666666,0.6666666666666666,0.2
32,8,14,24,26,2,1151.25,2,3,0.5650000000000001,25.0,0,0,56.66666666666667,2.5,0.9419426278659717,0.2,0.5,0.5,0.2
33,0,15,16,16,4,989.98,1,1,1.21,8.3,0,3,13.493753323074689,0.8522370519836645,0.6241366580046783,1.21,0.0,0.0,1.21
33,1,6,17,29,5,1156.95,3,3,0.4811111111111111,15.600000000000001,1,3,45.77777777777778,2.6666666666666665,0.0,0.2,0.6666666666666666,0.6666666666666666,0.2
33,2,13,21,25,3,1575.85,1,1,0.81,6.5,0,1,25.10288065843621,1.2345679012345678,0.0,0.81,0.0,0.0,0.81
33,3,2,10,30,4,530.17,2,2,0.5975,12.700000000000001,1,1,30.0,2.5,0.0,0.2,0.5,0.5,0.2
33,4,2,25,30,3,1161.56,1,1,1.03,4.2,0,2,21.476897883212413,0.9762226310551096,0.11018619973526,1.03,0.0,0.0,1.03
33,5,3,5,23,2,1923.21,1,1,1.03,4.2,1,1,7.484373504755841,0.9762226310551096,0.11018619973526,1.03,0.0,0.0,1.03
33,6,9,9,19,5,943.77,2,1,0.63,3.2,2,0,26.666666666666664,2.5,0.0,0.2,0.5,0.5,0.2
33,7,8,9,28,5,1071.46,2,2,0.5974999999999999,14.8,4,0,30.0,2.5,0.0,0.2,0.5,0.5,0.2
33,8,4,22,22,1,1122.54,1,2,0.98,16.3,2,0,18.095238095238095,0.9523809523809523,0.0,1.05,0.0,0.0,0.91
34,0,22,22,30,5,815.61,1,1,0.2,21.3,0,4,70.0,3.0,11.38347236191438,0.2,1.0,1.0,0.2
34,1,12,23,25,1,1689.92,2,2,0.2,33.8,0,10,64.5,3.0,11.38347236191438,0.2,1.0,1.0,0.2
34,2,16,26,27,4,1940.7,2,1,0.44499999999999995,21.3,0,7,61.25,2.5,11.38347236191438,0.2,0.5,0.5,0.2
34,3,9,19,22,2,429.23,3,1,0.3633333333333333,21.3,0,7,47.55555555555555,2.6666666666666665,11.38347236191438,0.2,0.6666666666666666,0.6666666666666666,0.2
34,4,2,18,21,5,1610.22,3,1,0.49333333333333335,21.3,1,10,42.22222222222222,2.6666666666666665,11.38347236191438,0.2,0.6666666666666666,0.6666666666666666,0.2
34,5,18,18,23,2,789.97,3,1,0.39999999999999997,11.400000000000002,1,6,50.222222222222214,2.6666666666666665,4.553946689001215,0.2,0.6666666666666666,0.6666666666666666,0.2
34,6,9,10,22,2,609.92,1,1,0.2,21.3,4,5,35.5,3.0,11.38347236191438,0.2,1.0,1.0,0.2
34,7,14,20,23,1,551.92,1,1,1.08,21.3,4,7,28.332301437839373,1.452938535273814,11.38347236191438,1.08,0.0,0.0,1.08
34,8,6,28,29,3,843.17,2,3,0.19999999999999998,39.8,2,6,73.5,3.0,1.887897350895284,0.2,1.0,1.0,0.2
34,9,13,27,29,2,673.61,1,3,0.20000000000000004,45.2,3,4,75.0,3.0,4.553946689001215,0.2,1.0,1.0,0.2
34,10,23,28,30,4,1946.03,3,1,0.5166666666666666,11.400000000000002,3,5,73.33333333333333,2.6666666666666665,4.553946689001215,0.2,0.6666666666666666,0.6666666666666666,0.2
34,11,7,23,26,3,1268.8,2,1,0.2,21.3,6,6,62.5,3.0,11.38347236191438,0.2,1.0,1.0,0.2
34,12,27,28,30,4,812.11,2,3,0.19999999999999998,45.2,4,5,84.5,3.0,11.38347236191438,0.2,1.0,1.0,0.2
34,13,23,26,28,2,714.69,2,1,0.64,21.3,8,5,64.58333333333333,2.5,11.38347236191438,0.2,0.5,0.5,0.2
34,14,24,26,29,3,1573.69,1,1,0.2,21.3,4,5,78.5,3.0,11.38347236191438,0.2,1.0,1.0,0.2
34,15,23,29,29,1,1907.92,3,2,0.48666666666666664,18.5,4,5,74.66666666666666,2.6666666666666665,1.7663044030654333,0.2,0.6666666666666666,0.6666666666666666,0.2
34,16,25,28,28,4,1019.83,1,3,0.20000000000000004,38.7,8,3,82.5,3.0,1.887897350895284,0.2,1.0,1.0,0.2
34,17,10,25,28,3,140.26,2,1,0.64,21.3,7,6,57.5,2.5,11.38347236191438,0.2,0.5,0.5,0.2
34,18,4,9,11,4,802.5,2,2,0.615,27.3,11,1,21.25,2.5,1.887897350895284,0.2,0.5,0.5,0.2
34,19,4,14,21,3,1165.23,3,1,0.39999999999999997,11.400000000000002,6,3,36.0,2.6666666666666665,4.553946689001215,0.2,0.6666666666666666,0.6666666666666666,0.2
34,20,15,16,19,3,1472.97,1,3,0.20000000000000004,38.7,8,2,49.0,3.0,11.38347236191438,0.2,1.0,1.0,0.2
34,21,17,20,21,3,708.68,1,1,0.75,12.5,7,3,28.538043550685796,1.4510869602043623,1.7663044030654333,0.75,0.0,0.0,0.75
34,22,19,26,27,4,875.93,1,2,0.2,27.3,6,2,75.0,3.0,11.38347236191438,0.2,1.0,1.0,0.2
34,23,28,28,29,5,1702.06,3,1,0.49333333333333335,21.3,7,0,75.11111111111111,2.6666666666666665,11.38347236191438,0.2,0.6666666666666666,0.6666666666666666,0.2
34,24,24,26,30,1,1369.33,1,1,0.2,6.0,6,1,79.0,3.0,1.887897350895284,0.2,1.0,1.0,0.2
34,25,15,25,27,1,1598.89,1,1,0.2,21.3,8,0,71.0,3.0,11.38347236191438,0.2,1.0,1.0,0.2
35,0,11,25,28,1,1337.84,2,2,0.5975,14.4,0,0,57.91666666666667,2.5,0.35604842898711553,0.2,0.5,0.5,0.2
35,1,23,25,25,5,930.85,3,2,0.48500000000000004,15.1,0,0,65.77777777777777,2.6666666666666665,0.0,0.2,0.6666666666666666,0.6666666666666666,0.2
35,2,28,28,30,1,516.21,1,3,0.9366666666666666,21.0,0,0,25.74797792357001,0.9087521620083533,0.35604842898711553,1.12,0.0,0.0,0.82
35,3,28,29,30,4,269.8,3,1,0.5666666666666668,7.3,0,0,77.33333333333333,2.6666666666666665,0.0,0.2,0.6666666666666666,0.6666666666666666,0.2
35,4,7,8,9,5,700.08,2,1,0.555,2.0,0,0,20.0,2.5,0.0,0.2,0.5,0.5,0.2
36,0,25,26,27,4,1901.44,1,2,0.725,15.4,0,2,33.19411960548511,1.2766969079032735,0.9378292896136875,0.82,0.0,0.0,0.63
36,1,21,23,24,2,1115.45,3,2,0.5683333333333335,14.5,0,2,53.27777777777778,2.3333333333333335,0.15385457836089156,0.2,0.3333333333333333,0.5,0.2
36,2,14,16,27,5,529.04,3,1,0.5866666666666667,6.0,0,4,46.666666666666664,2.6666666666666665,1.4693813766900252,0.2,0.6666666666666666,0.6666666666666666,0.2
36,3,17,19,29,3,1555.99,2,3,0.5066666666666667,25.700000000000003,1,5,50.83333333333333,2.5,0.9378292896136875,0.2,0.5,0.5,0.2
36,4,26,27,29,2,702.4,3,1,0.5933333333333333,6.0,1,3,72.44444444444444,2.6666666666666665,1.4693813766900252,0.2,0.6666666666666666,0.6666666666666666,0.2
36,5,9,14,28,4,1883.48,2,2,0.6025,15.9,1,3,38.75,2.5,1.4693813766900252,0.2,0.5,0.5,0.2
36,6,4,13,27,5,209.79,1,1,1.1,5.1,2,1,12.575757575757576,0.9090909090909091,0.0,1.1,0.0,0.0,1.1
36,7,5,9,21,3,1206.17,3,3,0.5033333333333334,14.2,2,2,27.555555555555557,2.6666666666666665,0.0,0.2,0.6666666666666666,0.6666666666666666,0.2
36,8,15,23,30,4,587.56,2,3,0.49833333333333335,27.0,3,1,57.08333333333333,2.5,0.0,0.2,0.5,0.5,0.2
36,9,21,22,30,3,1694.59,2,3,0.6783333333333333,22.5,5,1,57.91666666666667,2.5,0.44085112641798574,0.2,0.5,0.5,0.2
36,10,22,23,29,1,1369.81,1,2,0.88,19.0,3,1,35.315156062550365,1.481754799827288,1.3372691175129479,0.72,0.0,0.0,0.72
36,11,17,19,28,2,1896.23,3,1,0.45999999999999996,4.4,4,0,53.77777777777778,2.6666666666666665,0.0,0.2,0.6666666666666666,0.6666666666666666,0.2
36,12,12,27,27,1,341.64,1,1,1.0,9.9,3,0,26.13815466895336,1.0668634558756473,1.3372691175129479,1.0,0.0,0.0,1.0
37,0,11,12,17,1,1270.03,1,2,1.1749999999999998,26.0,0,5,12.480685737019627,0.9853172950278654,3.0564247036520467,1.17,0.0,0.0,1.17
37,1,17,25,30,2,939.55,1,2,0.91,21.199999999999996,0,8,25.30715220898297,1.0329449881217538,1.2786667553081266,1.03,0.0,0.0,0.79
37,2,14,24,29,5,1938.29,1,1,0.66,13.2,0,4,38.850514399322535,1.6770006215534907,2.1364082045060755,0.66,0.0,0.0,0.66
37,3,19,22,26,4,707.56,1,3,0.20000000000000004,34.39999999999999,1,7,66.5,3.0,2.029942507128636,0.2,1.0,1.0,0.2
37,4,13,17,29,4,199.72,1,1,1.09,11.499999999999998,1,5,20.033990752219726,1.092763131939258,3.8222362762758237,1.09,0.0,0.0,1.09
37,5,8,24,24,1,978.8,2,2,0.6375,20.599999999999998,0,3,53.33333333333333,2.5,3.8222362762758237,0.2,0.5,0.5,0.2
37,6,9,17,21,1,254.23,1,2,1.1749999999999998,26.0,4,6,15.2467116221653,0.9334721401325694,2.029942507128636,1.18,0.0,0.0,1.17
37,7,4,11,30,4,1317.98,2,3,0.6733333333333333,37.5,3,7,32.5,2.5,2.029942507128636,0.2,0.5,0.5,0.2
37,8,14,16,29,5,686.84,2,1,0.7899999999999999,11.499999999999998,2,3,44.58333333333333,2.5,3.8222362762758237,0.2,0.5,0.5,0.2
37,9,8,23,26,1,1309.64,1,3,1.0066666666666666,28.2,3,4,17.345692996068195,0.825985380765152,2.1364082045060755,1.34,0.0,0.0,0.62
37,10,16,19,25,3,1650.58,1,1,1.19,14.5,4,6,18.890768139546847,0.9687573404895818,3.0564247036520467,1.19,0.0,0.0,1.19
37,11,26,27,27,1,1534.86,3,2,0.43500000000000005,22.0,3,0,71.55555555555554,2.6666666666666665,3.0564247036520467,0.2,0.6666666666666666,0.6666666666666666,0.2
37,12,17,21,21,1,422.26,1,1,1.17,14.5,0,3,20.034784998899926,0.9853172950278654,3.0564247036520467,1.17,0.0,0.0,1.17
37,13,25,27,27,2,1278.37,2,1,0.725,6.3,5,4,66.66666666666667,2.5,0.7973531618098662,0.2,0.5,0.5,0.2
37,14,4,24,30,3,754.97,2,2,0.61,24.699999999999996,4,2,54.16666666666667,2.5,3.8222362762758237,0.2,0.5,0.5,0.2
37,15,28,29,30,5,1674.61,3,2,0.515,18.799999999999997,8,3,77.33333333333333,2.6666666666666665,1.2786667553081266,0.2,0.6666666666666666,0.6666666666666666,0.2
37,16,7,11,30,3,1070.78,2,2,0.71,20.8,3,2,33.75,2.5,3.0564247036520467,0.2,0.5,0.5,0.2
37,17,10,21,30,5,791.7,1,1,0.79,11.499999999999998,4,0,28.815536612699905,1.3943001586790276,2.029942507128636,0.79,0.0,0.0,0.79
37,18,22,22,24,4,1795.02,1,1,1.09,11.499999999999998,4,2,24.40504327997676,1.092763131939258,3.8222362762758237,1.09,0.0,0.0,1.09
37,19,15,28,28,3,1179.86,2,3,0.6016666666666667,39.199999999999996,4,1,64.58333333333333,2.5,2.1364082045060755,0.2,0.5,0.5,0.2
37,20,21,23,27,1,1072.78,1,1,0.79,11.499999999999998,6,1,32.53367036917731,1.3943001586790276,2.029942507128636,0.79,0.0,0.0,0.79
37,21,13,17,17,3,379.47,2,3,0.6566666666666666,35.1,5,0,40.83333333333333,2.5,3.8222362762758237,0.2,0.5,0.5,0.2
37,22,22,29,29,2,1724.24,3,3,0.5511111111111112,35.699999999999996,6,0,64.94444444444444,2.3333333333333335,2.029942507128636,0.2,0.3333333333333333,0.5555555555555555,0.2
37,23,16,21,25,5,1556.8,1,1,1.38,11.499999999999998,6,0,17.98176047424202,0.863124502763617,3.8222362762758237,1.38,0.0,0.0,1.38
38,0,24,25,30,4,169.99,1,2,1.085,12.3,0,3,24.21383647798742,0.9433962264150942,0.0,1.06,0.0,0.0,1.06
38,1,8,28,28,4,467.53,1,3,0.9566666666666667,25.099999999999998,1,3,25.964912280701753,1.0526315789473684,0.0,0.95,0.0,0.0,0.92
38,2,7,19,21,1,573.99,2,3,0.5183333333333333,17.299999999999997,2,1,43.33333333333333,2.5,1.374843104792225,0.2,0.5,0.5,0.2
38,3,9,12,29,4,1566.74,1,2,0.925,12.3,0,0,19.36936936936937,1.3513513513513513,0.0,0.74,0.0,0.0,0.74
38,4,27,28,29,4,995.57,2,1,0.63,9.4,3,1,70.0,2.5,0.0,0.2,0.5,0.5,0.2
38,5,2,23,30,4,1686.85,3,3,0.6099999999999999,23.0,2,0,55.111111111111114,2.6666666666666665,0.0,0.2,0.6666666666666666,0.4444444444444444,0.2
39,0,4,28,30,2,1929.02,3,1,0.5533333333333333,11.8,0,3,64.88888888888889,2.6666666666666665,1.4492071414693584,0.2,0.6666666666666666,0.6666666666666666,0.2
39,1,23,25,28,4,405.38,1,2,1.02,16.9,0,2,30.40092014459356,1.2079835819043798,3.1932847725640885,0.96,0.0,0.0,0.96
39,2,21,24,28,4,426.18,3,3,0.5877777777777777,32.2,1,3,64.44444444444444,2.6666666666666665,1.1581616673658477,0.2,0.6666666666666666,0.5555555555555555,0.2
39,3,7,20,30,3,1948.06,2,3,0.62,32.2,2,1,48.75,2.5,1.2124829595369508,0.2,0.5,0.5,0.2
39,4,21,25,26,2,1248.81,3,2,0.48333333333333334,21.3,1,3,65.33333333333333,2.6666666666666665,3.1932847725640885,0.2,0.6666666666666666,0.6666666666666666,0.2
39,5,11,16,28,2,606.84,2,3,0.635,24.799999999999997,1,2,42.91666666666667,2.5,3.1932847725640885,0.2,0.5,0.5,0.2
39,6,26,28,29,3,261.51,1,1,0.96,9.5,2,2,33.62220969633857,1.2079835819043798,3.1932847725640885,0.96,0.0,0.0,0.96
39,7,12,24,29,3,1535.2,3,3,0.42000000000000004,32.2,1,0,60.888888888888886,2.6666666666666665,1.2124829595369508,0.2,0.6666666666666666,0.6666666666666666,0.2
39,8,21,22,29,2,459.16,2,1,0.74,10.2,3,1,57.5,2.5,0.0,0.2,0.5,0.5,0.2
39,9,14,22,26,1,431.51,2,1,0.74,10.2,4,0,53.33333333333333,2.5,0.0,0.2,0.5,0.5,0.2
39,10,11,20,27,4,925.92,3,3,0.49,24.799999999999997,1,0,52.44444444444444,2.6666666666666665,3.1932847725640885,0.2,0.6666666666666666,0.6666666666666666,0.2
39,11,20,21,27,5,330.46,3,3,0.43666666666666676,31.7,1,0,58.222222222222214,2.6666666666666665,1.1581616673658477,0.2,0.6666666666666666,0.6666666666666666,0.2
40,0,14,22,28,1,1724.16,3,2,0.5233333333333333,18.6,0,4,57.77777777777778,2.6666666666666665,1.340819902381127,0.2,0.6666666666666666,0.6666666666666666,0.2
40,1,24,29,29,3,1300.23,3,3,0.7511111111111111,22.0,1,4,65.72222222222223,2.3333333333333335,0.0,0.2,0.3333333333333333,0.3333333333333333,0.2
40,2,24,24,29,5,503.48,3,1,0.47333333333333333,7.499999999999999,1,3,66.22222222222221,2.6666666666666665,1.5507296061719407,0.2,0.6666666666666666,0.6666666666666666,0.2
40,3,23,26,26,3,1660.28,3,1,0.71,12.1,1,2,59.50000000000001,2.3333333333333335,1.3366566843185002,0.2,0.3333333333333333,0.3333333333333333,0.2
40,4,3,22,28,5,705.73,1,2,1.205,15.8,0,1,19.632801218188444,0.9898891370515182,0.7876718780818832,1.05,0.0,0.0,1.05
40,5,25,28,29,1,502.74,1,1,1.36,4.7,1,1,20.34313725490196,0.7352941176470588,0.0,1.36,0.0,0.0,1.36
40,6,14,18,29,2,1018.13,1,2,0.91,18.299999999999997,1,1,21.53558052434457,1.1235955056179776,0.0,0.89,0.0,0.0,0.89
40,7,6,18,30,2,1563.04,1,3,0.9966666666666667,17.4,1,2,21.31390840170851,1.1841060223171394,1.5507296061719407,0.91,0.0,0.0,0.83
40,8,7,8,24,5,929.5,1,1,1.05,5.8999999999999995,3,2,10.39383593904094,0.9898891370515182,0.7876718780818832,1.05,0.0,0.0,1.05
40,9,24,26,26,3,1744.59,2,2,0.64,14.0,5,2,64.16666666666667,2.5,1.5507296061719407,0.2,0.5,0.5,0.2
40,10,6,10,21,2,1649.71,1,1,1.09,12.1,4,0,10.929327200683023,0.9787457194641513,1.3366566843185002,1.09,0.0,0.0,1.09
40,11,2,23,25,2,1095.64,2,3,0.6050000000000001,23.299999999999997,4,0,49.58333333333333,2.5,1.5507296061719407,0.2,0.5,0.5,0.2
41,0,11,19,22,4,717.51,3,2,0.48666666666666664,17.7,0,7,48.44444444444444,2.6666666666666665,0.589033171665946,0.2,0.6666666666666666,0.6666666666666666,0.2
41,1,5,23,29,3,283.54,1,1,0.83,9.799999999999999,1,4,30.987153701519908,1.4755787476914242,4.494607211677639,0.83,0.0,0.0,0.83
41,2,4,9,26,4,268.35,1,2,0.815,16.3,0,9,12.793229167509423,1.1630208334099477,0.9343750013790535,0.9,0.0,0.0,0.73
41,3,22,25,25,5,1375.26,2,1,0.575,10.4,1,14,61.25,2.5,1.272996195359882,0.2,0.5,0.5,0.2
41,4,15,29,29,4,1169.43,1,1,0.91,9.799999999999999,2,7,35.88953437608445,1.3458575391031669,4.494607211677639,0.91,0.0,0.0,0.91
41,5,5,24,24,1,575.31,1,1,0.9,8.0,1,3,24.229600696040574,1.1630208334099477,0.9343750013790535,0.9,0.0,0.0,0.9
41,6,26,26,30,2,1903.09,1,1,1.35,8.4,1,6,21.16418848149745,0.7936570680561544,1.4287408375161696,1.35,0.0,0.0,1.35
41,7,17,17,17,1,948.61,1,2,0.855,20.2,1,7,18.45106812862847,1.0853569487428512,1.272996195359882,0.98,0.0,0.0,0.73
41,8,10,22,24,2,459.37,2,2,0.5075000000000001,16.3,4,5,50.83333333333333,2.5,0.9343750013790535,0.2,0.5,0.5,0.2
41,9,2,19,26,5,1074.15,2,2,0.53,20.2,4,7,43.33333333333333,2.5,4.494607211677639,0.2,0.5,0.5,0.2
41,10,12,21,25,1,1593.76,1,1,0.69,15.1,4,4,34.02265967271772,1.6870740333579035,3.281621660339063,0.69,0.0,0.0,0.69
41,11,13,25,27,1,1595.78,3,3,0.5611111111111112,33.9,3,2,54.44444444444444,2.3333333333333335,1.272996195359882,0.2,0.3333333333333333,0.4444444444444444,0.2
41,12,3,21,27,1,506.78,3,2,0.45,18.2,4,11,50.666666666666664,2.6666666666666665,1.4287408375161696,0.2,0.6666666666666666,0.6666666666666666,0.2
41,13,18,28,28,1,1795.46,3,2,0.5983333333333334,18.1,3,5,70.22222222222221,2.6666666666666665,0.0,0.2,0.6666666666666666,0.5,0.2
41,14,14,21,30,3,1975.21,2,3,0.5866666666666668,27.1,4,0,53.33333333333333,2.5,1.4166457899664326,0.2,0.5,0.5,0.2
41,15,22,29,29,5,738.51,3,2,0.6416666666666667,18.2,2,0,64.94444444444444,2.3333333333333335,4.494607211677639,0.2,0.3333333333333333,0.3333333333333333,0.2
41,16,16,19,28,5,1031.25,3,2,0.4116666666666666,19.8,6,2,53.33333333333333,2.6666666666666665,1.272996195359882,0.2,0.6666666666666666,0.6666666666666666,0.2
41,17,26,27,28,1,1533.8,1,2,1.225,22.0,3,2,23.040646210841516,0.8533572670682043,0.480574409636902,1.2,0.0,0.0,1.2
41,18,21,23,28,4,563.55,1,2,0.9950000000000001,18.8,5,0,22.153754746272124,0.9427129679264733,0.5511427007971204,1.09,0.0,0.0,0.9
41,19,17,19,21,2,1781.04,3,1,0.43333333333333335,9.4,6,3,50.666666666666664,2.6666666666666665,4.963147446200036,0.2,0.6666666666666666,0.6666666666666666,0.2
41,20,27,28,29,4,1345.13,2,2,0.4225,24.4,5,3,70.0,2.5,3.281621660339063,0.2,0.5,0.5,0.2
41,21,7,19,24,2,649.21,1,2,0.8300000000000001,19.8,8,1,24.732007192068554,1.386841524788891,4.963147446200036,0.9,0.0,0.0,0.76
41,22,8,21,24,3,1984.08,2,2,0.4975,23.1,3,1,48.33333333333333,2.5,3.281621660339063,0.2,0.5,0.5,0.2
41,23,27,28,30,4,160.21,2,1,0.43000000000000005,8.4,6,0,70.41666666666667,2.5,1.4287408375161696,0.2,0.5,0.5,0.2
41,24,18,29,30,1,996.33,3,3,0.39444444444444454,34.9,5,2,72.88888888888889,2.6666666666666665,3.281621660339063,0.2,0.6666666666666666,0.6666666666666666,0.2
41,25,21,22,29,5,1718.06,3,2,0.3966666666666667,17.8,4,3,61.33333333333333,2.6666666666666665,1.4287408375161696,0.2,0.6666666666666666,0.6666666666666666,0.2
41,26,13,29,30,4,1862.68,3,2,0.445,19.8,5,1,70.66666666666666,2.6666666666666665,1.272996195359882,0.2,0.6666666666666666,0.6666666666666666,0.2
41,27,16,21,26,2,233.32,1,2,0.85,13.099999999999998,10,1,28.767123287671232,1.36986301369863,0.0,0.73,0.0,0.0,0.73
41,28,9,11,18,1,848.58,2,3,0.515,29.6,9,0,29.583333333333336,2.5,4.963147446200036,0.2,0.5,0.5,0.2
